"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","bankable"
26,"Private",131686,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
49,"Private",209057,"Some-college",10,"Divorced","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
42,"Private",74949,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
30,"Private",235639,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
53,"Private",122412,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
23,"Private",434894,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","<=50K"
35,"Private",379959,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
39,"Private",225330,"Bachelors",13,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,50,"Poland",">50K"
28,"Private",65171,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
25,"Local-gov",77698,"Some-college",10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
35,"Self-emp-not-inc",193260,"Masters",14,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,40,"?",">50K"
51,"Private",163948,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
53,"Private",288353,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
36,"Private",114988,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
48,"Private",121124,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",">50K"
30,"?",197827,"Some-college",10,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
25,"Private",126133,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
24,"Private",304463,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,65,"United-States","<=50K"
34,"Private",214288,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
46,"Private",128047,"Some-college",10,"Separated","Sales","Not-in-family","White","Male",0,0,42,"United-States","<=50K"
63,"Private",122442,"12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private",251421,"Assoc-acdm",12,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
54,"Local-gov",178356,"9th",5,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
50,"Self-emp-not-inc",231196,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
17,"Private",270587,"11th",7,"Never-married","Other-service","Own-child","White","Male",0,0,20,"England","<=50K"
27,"Private",114967,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
52,"Private",137428,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
48,"Private",139290,"10th",6,"Separated","Machine-op-inspct","Own-child","White","Female",0,0,48,"United-States","<=50K"
58,"Federal-gov",208640,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
37,"Self-emp-not-inc",120130,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
29,"Self-emp-inc",241431,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
26,"Private",152240,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
50,"Private",200960,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
36,"Private",182074,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
37,"Private",221850,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"Ecuador",">50K"
41,"Private",244945,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
18,"Private",92008,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","White","Female",0,0,28,"United-States","<=50K"
27,"Private",133696,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,88,"United-States","<=50K"
21,"Private",195919,"10th",6,"Never-married","Handlers-cleaners","Not-in-family","Other","Male",0,0,40,"Dominican-Republic","<=50K"
41,"Private",119266,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
42,"Self-emp-not-inc",140474,"Assoc-acdm",12,"Divorced","Craft-repair","Own-child","Amer-Indian-Eskimo","Male",0,0,35,"United-States","<=50K"
23,"Private",217961,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,15,"United-States","<=50K"
23,"Private",419394,"Some-college",10,"Never-married","Sales","Own-child","Black","Male",0,0,9,"United-States","<=50K"
37,"Private",334291,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
36,"Private",200360,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
42,"Local-gov",99554,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"Private",190227,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Male",0,0,40,"United-States","<=50K"
42,"Private",193995,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,38,"United-States","<=50K"
51,"Private",53838,"Bachelors",13,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
44,"Private",214242,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",">50K"
46,"Private",149949,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
66,"Self-emp-not-inc",104576,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,8,"United-States",">50K"
34,"State-gov",355700,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,20,"United-States","<=50K"
29,"Private",204984,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
23,"Private",217169,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
46,"Private",184883,"9th",5,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States","<=50K"
54,"Self-emp-not-inc",30908,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
51,"Private",160703,"12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
57,"Private",171242,"11th",7,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"Canada","<=50K"
34,"Private",376979,"9th",5,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"Private",157894,"Some-college",10,"Never-married","Other-service","Own-child","Black","Male",0,0,20,"United-States","<=50K"
53,"Local-gov",205005,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,60,"United-States",">50K"
77,"Self-emp-inc",155761,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,8,"United-States","<=50K"
23,"Private",53306,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
27,"Private",174645,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
19,"Private",321817,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
47,"Federal-gov",402975,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States","<=50K"
24,"Private",326334,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,20,"United-States","<=50K"
29,"Private",320451,"HS-grad",9,"Never-married","Protective-serv","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Philippines","<=50K"
24,"Private",449432,"12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Private",126675,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
30,"Private",141118,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
46,"Private",173243,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Local-gov",161092,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
36,"Private",89508,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
57,"Private",199572,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
23,"Private",213811,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
19,"Private",219300,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,25,"United-States","<=50K"
55,"Federal-gov",264834,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
28,"Private",167987,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
43,"Federal-gov",72887,"Bachelors",13,"Married-spouse-absent","Tech-support","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
17,"Private",176467,"9th",5,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
54,"Self-emp-inc",108435,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
23,"Private",187513,"Assoc-voc",11,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
24,"Private",440138,"HS-grad",9,"Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,45,"England","<=50K"
34,"Private",94413,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
45,"Private",183598,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
36,"Private",192664,"11th",7,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
21,"Private",155818,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
36,"Private",152307,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
49,"?",189885,"HS-grad",9,"Widowed","?","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
23,"Private",151888,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
40,"Private",254167,"10th",6,"Separated","Transport-moving","Own-child","White","Male",0,0,35,"United-States","<=50K"
45,"Local-gov",331482,"Assoc-acdm",12,"Divorced","Tech-support","Own-child","White","Male",0,0,40,"United-States","<=50K"
35,"Private",186886,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,55,"United-States","<=50K"
20,"Private",33221,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K"
27,"Private",188171,"10th",6,"Never-married","Adm-clerical","Own-child","White","Male",0,0,60,"United-States","<=50K"
23,"Private",209770,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
25,"Private",164488,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"?","<=50K"
25,"Private",190350,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
67,"Private",134906,"HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",0,0,32,"United-States","<=50K"
35,"Private",209609,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
28,"Private",185127,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
44,"Private",462838,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Female",0,0,48,"United-States","<=50K"
54,"Private",284129,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States",">50K"
31,"Private",176410,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,38,"United-States","<=50K"
35,"Federal-gov",103214,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","Amer-Indian-Eskimo","Female",0,0,60,"United-States",">50K"
43,"Self-emp-inc",151089,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
28,"Self-emp-not-inc",183523,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"Hungary","<=50K"
36,"Private",272090,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,45,"El-Salvador","<=50K"
48,"Private",40666,"11th",7,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,60,"United-States","<=50K"
36,"Private",167482,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
52,"Self-emp-inc",74712,"HS-grad",9,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K"
22,"Private",94662,"Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,44,"United-States","<=50K"
43,"Private",133584,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
54,"Local-gov",219276,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"Philippines",">50K"
44,"Private",150011,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
20,"Private",231231,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
29,"Private",277342,"Some-college",10,"Never-married","Transport-moving","Unmarried","White","Male",0,0,40,"United-States","<=50K"
52,"Private",235307,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
51,"Local-gov",156003,"HS-grad",9,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private",58337,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",">50K"
58,"Federal-gov",298643,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
30,"Private",96287,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
23,"Private",104443,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
18,"Private",95917,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,25,"Canada","<=50K"
23,"Private",49296,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","Black","Male",0,0,40,"United-States","<=50K"
57,"Private",124507,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",">50K"
58,"Private",239523,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
27,"Private",240172,"Bachelors",13,"Married-spouse-absent","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
25,"Private",178478,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K"
22,"Private",362309,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States","<=50K"
44,"Private",230684,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
41,"Private",170866,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
54,"Local-gov",182543,"Some-college",10,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"Mexico","<=50K"
58,"Private",33725,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
27,"Self-emp-inc",114158,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
50,"Private",228057,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
42,"Private",175515,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
58,"Local-gov",271795,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
43,"Private",70055,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
57,"Private",266189,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,42,"United-States","<=50K"
49,"Private",102945,"7th-8th",4,"Widowed","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
59,"Private",144092,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
52,"Private",180142,"Masters",14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States","<=50K"
39,"Self-emp-inc",154641,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,0,60,"United-States","<=50K"
54,"Local-gov",152540,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Male",0,0,42,"United-States","<=50K"
22,"Local-gov",138575,"HS-grad",9,"Never-married","Protective-serv","Unmarried","White","Male",0,0,56,"United-States","<=50K"
34,"Private",227282,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
24,"Private",281403,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,98,"United-States","<=50K"
48,"Private",377140,"5th-6th",3,"Never-married","Priv-house-serv","Unmarried","White","Female",0,0,35,"Nicaragua","<=50K"
26,"Private",299810,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
28,"Private",181916,"Some-college",10,"Separated","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private",237044,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Male",0,0,12,"United-States","<=50K"
28,"Private",67218,"7th-8th",4,"Married-civ-spouse","Sales","Other-relative","White","Male",0,0,40,"United-States","<=50K"
29,"Local-gov",220656,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States",">50K"
41,"Private",185057,"Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"?","<=50K"
26,"Private",184026,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","Other","Male",0,0,50,"United-States","<=50K"
32,"Private",372692,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"Private",45607,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
47,"Private",145290,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States","<=50K"
42,"Self-emp-not-inc",30759,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States","<=50K"
41,"Private",111483,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States","<=50K"
36,"Self-emp-not-inc",84848,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,16,"United-States","<=50K"
41,"State-gov",88913,"Assoc-acdm",12,"Divorced","Prof-specialty","Unmarried","Asian-Pac-Islander","Female",0,0,36,"United-States","<=50K"
19,"Private",73190,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States","<=50K"
52,"Private",169785,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
30,"Private",75573,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"Germany","<=50K"
55,"Self-emp-not-inc",53566,"Doctorate",16,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
20,"Private",117109,"Some-college",10,"Never-married","Adm-clerical","Other-relative","Black","Female",0,0,24,"United-States","<=50K"
32,"Private",398019,"7th-8th",4,"Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,15,"Mexico","<=50K"
24,"Private",204653,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
47,"Self-emp-inc",156728,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K"
28,"Private",181659,"11th",7,"Never-married","Transport-moving","Own-child","White","Male",0,0,50,"United-States","<=50K"
30,"Private",174789,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"Private",184801,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Private",233777,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
55,"Private",236520,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Private",436361,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,75,"United-States","<=50K"
65,"Private",209831,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
48,"?",167381,"HS-grad",9,"Widowed","?","Unmarried","White","Female",0,0,25,"United-States","<=50K"
19,"Private",108147,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","<=50K"
33,"Federal-gov",117963,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",0,0,38,"United-States","<=50K"
29,"Private",157941,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
30,"Private",103642,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
30,"Private",161572,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,45,"United-States","<=50K"
48,"Private",141511,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
42,"Local-gov",267252,"Masters",14,"Separated","Exec-managerial","Unmarried","Black","Male",0,0,45,"United-States",">50K"
31,"Self-emp-not-inc",312055,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States","<=50K"
32,"Private",207937,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"Private",199011,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,12,"United-States","<=50K"
17,"Private",225211,"9th",5,"Never-married","Other-service","Own-child","Black","Male",0,0,35,"United-States","<=50K"
45,"Private",320192,"1st-4th",2,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","<=50K"
21,"Private",83580,"Some-college",10,"Never-married","Prof-specialty","Own-child","Amer-Indian-Eskimo","Female",0,0,4,"United-States","<=50K"
21,"?",85733,"Some-college",10,"Never-married","?","Own-child","White","Female",0,0,40,"United-States","<=50K"
59,"Private",155976,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
29,"Private",22641,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Amer-Indian-Eskimo","Male",0,0,45,"United-States","<=50K"
21,"Private",218957,"11th",7,"Never-married","Craft-repair","Own-child","White","Male",0,0,45,"United-States","<=50K"
51,"Private",441637,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Local-gov",143699,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","<=50K"
22,"Private",311376,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
32,"Federal-gov",174215,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
36,"Private",183902,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,4,"United-States",">50K"
28,"Private",22422,"HS-grad",9,"Never-married","Transport-moving","Unmarried","White","Male",0,0,55,"United-States","<=50K"
20,"Local-gov",235894,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"Local-gov",526734,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
46,"Private",268022,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
21,"Self-emp-not-inc",99199,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Self-emp-not-inc",264627,"11th",7,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,84,"United-States","<=50K"
32,"Private",183801,"HS-grad",9,"Divorced","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
64,"Private",216208,"Some-college",10,"Widowed","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
25,"Private",427744,"10th",6,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"State-gov",227931,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
63,"?",331527,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,14,"United-States","<=50K"
43,"Private",298161,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"Nicaragua","<=50K"
19,"?",37085,"Some-college",10,"Never-married","?","Own-child","White","Female",0,0,30,"United-States","<=50K"
39,"Private",270059,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States","<=50K"
17,"Private",158704,"10th",6,"Never-married","Sales","Own-child","White","Male",0,0,20,"United-States","<=50K"
52,"Private",139176,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,8,"United-States","<=50K"
26,"Private",250038,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
55,"State-gov",157639,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
36,"Private",127686,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,37,"United-States","<=50K"
78,"?",91534,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",0,0,3,"United-States","<=50K"
30,"Private",184687,"HS-grad",9,"Never-married","Prof-specialty","Own-child","White","Female",0,0,30,"United-States","<=50K"
22,"Private",267945,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,16,"United-States","<=50K"
43,"Private",131899,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
31,"Self-emp-not-inc",357145,"Doctorate",16,"Never-married","Prof-specialty","Own-child","White","Female",0,0,48,"United-States","<=50K"
